
1.7454280853271484; 516; 185 
1.8255178928375244; 493; 219 
1.8916549682617188; 471; 262 
1.9589529037475586; 437; 306 
2.026313066482544; 388; 344 
2.0950090885162354; 311; 351 
2.1589269638061523; 267; 332 
2.224334955215454; 217; 298 
2.2910079956054688; 172; 245 
2.357881784439087; 143; 170 
2.5489158630371094; 111; 121 
2.5950160026550293; 79; 37 
2.6572279930114746; 90; 48 
2.7237799167633057; 98; 60 
2.8002450466156006; 92; 107 
2.860276937484741; 103; 152 
2.9263219833374023; 142; 188 
2.9929568767547607; 205; 267 
3.0618298053741455; 289; 293 
3.1287648677825928; 369; 303 
3.1971819400787354; 433; 272 
3.2644529342651367; 483; 227 
3.330996036529541; 511; 176 
3.3966400623321533; 527; 125 
3.445483922958374; 528; 104 
3.491584062576294; 534; 66 
3.563598871231079; 540; 50 
3.630089044570923; 542; 52 
3.697190999984741; 542; 67 
3.762221097946167; 542; 100 
3.8296148777008057; 539; 144 
3.894963026046753; 533; 210 
3.9645068645477295; 495; 266 
4.030361890792847; 452; 313 
4.0970139503479; 387; 338 
4.163784980773926; 273; 348 
4.227648973464966; 187; 335 
4.296889781951904; 118; 276 
4.3617658615112305; 113; 184 
4.430338144302368; 116; 121 
4.496427059173584; 139; 72 
4.562668085098267; 139; 60 
4.630791902542114; 140; 53 
4.695995807647705; 149; 61 
4.764832973480225; 156; 76 
4.829422950744629; 125; 140 
4.89818811416626; 118; 180 
4.96477484703064; 128; 239 
5.030750036239624; 141; 288 
5.097486734390259; 194; 320 
5.160866022109985; 249; 331 
5.2305989265441895; 314; 332 
5.294785976409912; 385; 322 
5.3649327754974365; 432; 296 
5.430627822875977; 456; 246 
5.497375011444092; 475; 194 
5.564037799835205; 490; 145 
5.628801107406616; 501; 102 
5.69728684425354; 509; 80 
5.7639548778533936; 513; 71 
5.831125974655151; 513; 74 
5.897435903549194; 507; 89 
5.963849067687988; 496; 120 
6.031008958816528; 482; 178 
6.094242095947266; 462; 251 
6.163048028945923; 426; 312 
6.228502035140991; 378; 329 
6.297990798950195; 319; 339 
6.3651769161224365; 236; 345 
6.427246809005737; 137; 348 
6.494609832763672; 94; 275 
6.559494972229004; 93; 193 
6.628759145736694; 101; 130 
6.696248769760132; 137; 75 
6.7638609409332275; 131; 61 
6.8300628662109375; 131; 56 
6.896859884262085; 129; 51 
6.964104890823364; 142; 75 
7.027529001235962; 117; 129 
7.096420764923096; 118; 170 
7.163788795471191; 115; 229 
7.231303930282593; 119; 285 
7.2969138622283936; 162; 317 
7.363443851470947; 222; 313 
7.427160739898682; 230; 316 
7.496881008148193; 234; 313 
7.562988042831421; 248; 312 
7.627569913864136; 293; 314 
7.696855068206787; 336; 305 
7.763221979141235; 367; 266 
7.829316854476929; 371; 228 
7.8963868618011475; 379; 186 
7.960429906845093; 374; 170 
8.03010106086731; 364; 179 
8.095347881317139; 357; 197 
8.164299964904785; 341; 241 
8.229956865310669; 314; 288 
8.295878887176514; 251; 306 
8.363451957702637; 207; 319 
8.426388025283813; 143; 317 
8.496500015258789; 106; 315 
8.562057971954346; 91; 308 
8.63015604019165; 73; 218 
8.696419954299927; 81; 154 
8.762166023254395; 100; 107 
8.829956769943237; 114; 93 
8.893748998641968; 135; 52 
8.961663007736206; 142; 59 
9.02967095375061; 135; 91 
9.095548868179321; 123; 160 
9.162038087844849; 125; 245 
9.228912830352783; 140; 292 
9.296490907669067; 157; 303 
9.359308004379272; 211; 303 
9.429960012435913; 212; 310 
9.494243860244751; 227; 309 
9.562543869018555; 245; 311 
9.62944483757019; 285; 311 
9.69542670249939; 352; 300 
9.762212753295898; 395; 261 
9.828609943389893; 395; 208 
9.895707845687866; 390; 163 
9.960887908935547; 394; 123 
10.02983283996582; 393; 112 
10.095682859420776; 376; 137 
10.161317825317383; 354; 181 
10.2291579246521; 324; 225 
10.293782949447632; 291; 255 
10.362448930740356; 246; 278 
10.42728877067566; 181; 295 
10.495574951171875; 125; 290 
10.562254905700684; 65; 259 
10.628429889678955; 62; 222 
10.694780826568604; 31; 194 
10.760218858718872; 116; 77 
10.828107118606567; 114; 75 
10.894187927246094; 114; 84 
10.96187973022461; 111; 80 
11.028964757919312; 120; 87 
11.095131874084473; 130; 103 
11.16204285621643; 85; 162 
11.225435972213745; 86; 215 
11.294087886810303; 89; 294 
11.361466884613037; 135; 331 
11.429088115692139; 179; 327 
11.495229959487915; 203; 328 
11.561222791671753; 228; 332 
11.628355741500854; 254; 331 
11.69373893737793; 289; 329 
11.758830785751343; 322; 326 
11.828901767730713; 351; 319 
11.895460844039917; 364; 311 
11.9617600440979; 362; 289 
12.028023719787598; 353; 283 
12.09480881690979; 345; 285 
12.159321784973145; 337; 293 
12.228227853775024; 332; 295 
12.292881965637207; 330; 290 
12.36199688911438; 330; 281 
12.42824387550354; 328; 277 
12.49429202079773; 326; 275 
1.6596808433532715; 530; 331 
1.7558460235595703; 567; 319 
1.8502371311187744; 566; 305 
1.9177660942077637; 565; 277 
1.981722116470337; 563; 233 
2.049032211303711; 538; 187 
2.1150288581848145; 487; 161 
2.181497097015381; 412; 135 
2.2472939491271973; 293; 209 
2.314084053039551; 190; 277 
2.3854808807373047; 166; 324 
2.447690963745117; 143; 395 
2.515805959701538; 111; 430 
2.5834500789642334; 109; 450 
2.649872064590454; 107; 447 
2.716179847717285; 129; 413 
2.7849860191345215; 129; 340 
2.8546700477600098; 151; 226 
2.9247758388519287; 236; 140 
2.9856297969818115; 308; 119 
3.0535800457000732; 387; 128 
3.1213810443878174; 431; 176 
3.1876368522644043; 452; 239 
3.2538228034973145; 459; 313 
3.3212640285491943; 466; 373 
3.387712001800537; 456; 421 
3.45255708694458; 451; 437 
3.520310878753662; 453; 432 
3.5857350826263428; 461; 405 
3.6553289890289307; 465; 361 
3.720154047012329; 453; 286 
3.7878589630126953; 431; 189 
3.852262020111084; 372; 119 
3.91986083984375; 280; 97 
3.9868321418762207; 141; 85 
4.053566932678223; 69; 206 
4.119845151901245; 54; 302 
4.185235977172852; 83; 362 
4.253504037857056; 63; 420 
4.319524049758911; 78; 438 
4.388122081756592; 95; 435 
4.455291032791138; 89; 412 
4.520121097564697; 113; 344 
4.586973190307617; 102; 277 
4.6547629833221436; 104; 192 
4.7189621925354; 133; 111 
4.786151885986328; 238; 103 
4.8528149127960205; 304; 110 
4.921417951583862; 384; 124 
4.9868669509887695; 442; 189 
5.055112838745117; 439; 279 
5.120897054672241; 431; 357 
5.187917947769165; 420; 410 
5.252234935760498; 410; 441 
5.321420907974243; 415; 437 
5.386151075363159; 437; 392 
5.45357608795166; 432; 305 
5.520478963851929; 413; 155 
5.587002992630005; 321; 127 
5.653978109359741; 227; 114 
5.721344947814941; 88; 144 
5.784596920013428; 72; 240 
5.852643966674805; 39; 293 
5.92062783241272; 58; 339 
5.988221168518066; 88; 360 
6.053937196731567; 65; 405 
6.120965957641602; 76; 419 
6.184499979019165; 78; 417 
6.251261949539185; 75; 396 
6.320840120315552; 89; 329 
6.386636018753052; 75; 269 
6.454291820526123; 75; 206 
6.5207741260528564; 91; 117 
6.587666988372803; 169; 93 
6.653069019317627; 244; 91 
6.717942953109741; 310; 95 
6.787147045135498; 424; 120 
6.853499174118042; 430; 246 
6.921462059020996; 419; 350 
6.987159967422485; 390; 413 
7.053905010223389; 354; 441 
7.1183459758758545; 359; 438 
7.184966087341309; 380; 405 
7.254199981689453; 404; 337 
7.319878101348877; 409; 235 
7.386502027511597; 385; 131 
7.453926086425781; 294; 100 
7.517987012863159; 213; 85 
7.587585926055908; 99; 72 
7.65172004699707; 45; 114 
7.720373868942261; 36; 191 
7.786083936691284; 39; 246 
7.854190111160278; 53; 298 
7.91926908493042; 77; 334 
7.987100124359131; 77; 362 
8.05232310295105; 90; 338 
8.116962909698486; 86; 302 
8.181966066360474; 75; 246 
8.252470970153809; 76; 151 
8.319719791412354; 103; 90 
8.386945962905884; 173; 81 
8.453642845153809; 225; 84 
8.517714023590088; 276; 91 
8.586251020431519; 355; 102 
8.65310001373291; 388; 185 
8.717588901519775; 349; 289 
8.787185192108154; 310; 345 
8.851890087127686; 289; 366 
8.918792963027954; 284; 363 
8.98512601852417; 287; 353 
9.049530029296875; 310; 319 
9.119284868240356; 340; 212 
9.185906887054443; 270; 112 
9.253138065338135; 173; 94 
9.31870985031128; 74; 87 
9.38556694984436; 37; 116 
9.452944040298462; 31; 177 
9.516242980957031; 34; 200 
9.585828065872192; 32; 202 
9.652298927307129; 37; 188 
9.719477891921997; 43; 166 
9.786146879196167; 59; 106 
9.852177143096924; 85; 93 
9.919304132461548; 90; 90 
9.983871936798096; 74; 96 
10.052573919296265; 47; 96 
10.117776155471802; 28; 96 
10.186393976211548; 19; 90 
10.25325894355774; 19; 90 
